numero di parole,PAROLE_ESSENZIALI,1sost2Verbi3Agg4Avv,PAROLA,LetteraIniziale,ContieneDoppie,CosaE,DeMauro,COLFISfASS,Nsillabe,Sillaba1,Sillaba2,Sillaba3,Sillaba4,Sillaba5,Sillaba6,NonParola1_similexfinale,NonParola2_similexiniziali,FRASE,ChiCosComDovQuaPer,ChiCosComDovQuaPerCorr,ChiCosComDovQuaPerErr1,ChiCosComDovQuaPerErr2,,FrasiOhO,FraseOhO,corretta,errata,,articoloIndizio,fraseArticoli,par_F_sing,par_F_plur,par_M_sing,par_M_plur,,CECISONOCISARANNO,FraseCECISON,Passato,Presente,Futuro,Indizio_parte_del_testo,Indizio,parte_da_eliminareCORRETTA,Errata1,Errata2,ConsonanteVocale,,PAROLA,1Animali,1Vegetali,2PartidelCorpo,2Abbigliamento,2MangiareeBere,2Mobilia,2MezzoT
682,1,1,ombrellone,o,1,s.,2,9,4,om,brel,lo,ne,,,inbrellone,ombrettono,Questa estate ci saranno tantissime file di ombrelloni in spiaggia,Quando ci saranno tantissime file di ombrelloni?,Questa estate,La scorsa estate,Questo mese,,Il mio amico Federico a casa ha tanti ombrelloni,Il mio amico Federico ... casa ha tanti ombrelloni ,A,HA,,par_F_plur,Le ... volano via quando c'è troppo vento,,foglie,ombrellone,ombrelloni,,Questa estate ci saranno tantissime file di ombrelloni in spiaggia,Questa estate ... tantissime file di ombrelloni in spiaggia,0,0,1,NO,FUTURO,ci saranno,ci sarà,c'è,VCCCVCCVCV,,ombrellone,,,,,,1,
683,1,1,orco,o,2,s.,3,5,2,or,co,,,,,erco,ordo,C'era una volta un orco insieme a un asino parlante in una caverna,Dove si trovavano l'orco e l'asino?,Caverna,Casa,Bosco,,C'era una volta un orco insieme a un asino parlante in una caverna,C'era una volta un orco insieme ... un asino parlante in una caverna,A,HA,,,,,,,,,C'era una volta un orco insieme a un asino parlante in una caverna,... una volta un orco insieme a un asino parlante in una caverna,1,0,0,SI,PASSATO,c'era,ci sono,ci saranno,VCCV,,orco,,,,,,,
684,,1,orecchio,o,1,s.,1,114,3,o,rec,chio,,,,alucchio,orecre,Spesso io suonavo le canzoni a orecchio con la chitarra,Cosa suonavi con la chitarra?,Canzoni,Testi,Concerti,,Spesso io suonavo le canzoni a orecchio con la chitarra,Spesso io suonavo le canzoni ... orecchio con la chitarra,A,HA,,par_F_sing,Spesso io suonavo le canzoni a orecchio con la ...,chitarra,melodie,musicista,,,C'erano belle canzoni in radio ,... belle canzoni in radio ,1,0,0,NO,PASSATO,c'erano,ci saranno,c'è,VCVCCCVV,,orecchio,,,1,,,,
685,,1,oro,o,2,s.,1,419,2,o,ro,,,,,obo,ofo,Nel forziere dei pirati c'erano tanti dobloni d'oro,Cosa c'era nel forziere dei pirati?,Dobloni d'oro,Pietre e oro,Mappa,,,,,,,,,,,,,,Nel forziere dei pirati c'erano tanti dobloni d'oro,Nel forziere dei pirati ... tanti dobloni d'oro,1,0,0,NO,PASSATO,c'erano,ci saranno,c'era,VCV,,oro,,,,,,,
686,,1,orologio,o,2,s.,1,105,4,o,ro,lo,gio,,,idologio,orobigio,Gli orologi in vetrina hanno le lancette gialle,Cosa ha le lancette gialle?,Orologi,Bilance,Pigmei,,Gli orologi in vetrina hanno le lancette gialle o dorate,Gli orologi in vetrina hanno le lancette gialle ... dorate,O,HO,,par_F_plur,Gli orolgi in vetrina hanno le ... gialle,,lancette,braccialetto,orologi,,Ieri nella vetrina del negozio c'era un bell'orologio,Ieri nella vetrina del negozio ... un bell'orologio,1,0,0,SI,PASSATO,c'era,ci sarà,c'è,VCVCVCVV,,orologio,,,,1,,,
687,1,1,orsi,o,2,s.,3,23,2,or,si,,,,,irsi,orvi,Gli orsi polari vivono nei ghiacciai,Dove vivono gli orsi polari?,Nei ghiacciai,Al polo,In bagno,,,,,,,par_M_plur,Gli ... polari vivono nei ghiacciai,orsa,,cervo,orsi,,Ci sono gli orsi bruni e gli orsi polari,... gli orsi bruni e gli orsi polari,0,1,0,NO,PRESENTE,ci sono,c'erano,ci saranno,VCCV,,orsi,1,,,,,,
688,,1,ospedale,o,2,s.,1,414,4,o,spe,da,le,,,ghimodale,ospeciro,Gli ospedali sono luoghi di aiuto e cura,Cosa sono gli ospedali?,Luoghi di aiuto e cura,Ambienti per terapia,Luoghi di cura e mura,,A Firenze l'ospedale ha molti reparti,... Firenze l'ospedale ha molti reparti,A,HA,,par_M_plur,Gli ... sono luoghi di aiuto e cura,,montagne russe,ospedale,ospedali,,Ci sono molti ospedali in Italia,... molti ospedali in Italia,0,1,0,NO,PRESENTE,ci sono,c'è,c'erano,VCCVCVCV,,ospedale,,,,,,,
689,1,1,ossa,o,1,s.,1,66,3,os,sa,,,,,assa,ozze,A scuola sto studiando le ossa del corpo umano,Cosa sto studiando a scuola?,Le ossa ,Il cuore,Il cervello,,Gli archeologi provarono a recuperare le ossa dell'uomo primitivo,Gli archeologi provarono ... recuperare le ossa dell'uomo primitivo,A,HA,,par_F_plur,Gli archeologi provarono a recuperare le ... dell'uomo primitivo,,ossa,scheletro,piedi,,Sottoterra ci saranno le ossa dell'uomo primitivo,Sottoterra ... le ossa dell'uomo primitivo,0,0,1,NO,FUTURO,ci saranno,c'è,c'era,VCCV,,ossa,,,1,,,,
690,,4,oggi,o,1,avv,1,2504,2,og,gi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCCV,,oggi,,,,,,,
691,,4,ognuno,o,2,pron agg,1,197,3,o,gnu,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCCVCV,,ognuno,,,,,,,
692,,4,okay,o,2,avv agg,1,23,2,o,kay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCVC,,okay,,,,,,,
693,,4,oltre,o,2,avv,1,1496,2,ol,tre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCCCV,,oltre,,,,,,,
694,,4,oppure,o,1,cong ,1,666,3,op,pu,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCCVCV,,oppure,,,,,,,
695,,4,ora,o,2,avv,1,3183,2,o,ra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCV,,ora,,,,,,,
696,,4,ormai,o,2,avv,1,1201,2,or,mai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCCVV,,ormai,,,,,,,
697,,4,ovunque,o,2,avv cong,1,103,3,o,vun,que,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCVCCVV,,ovunque,,,,,,,
698,,2,obbedire,o,1,v,3,10,4,ob,be,di,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCCVCVCV,,obbedire,,,,,,,
699,,2,obbligare,o,1,v,1,8,4,ob,bli,ga,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCCCVCVCV,,obbligare,,,,,,,
700,,2,occupare,o,1,v,1,39,4,oc,cu,pa,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCCVCVCV,,occupare,,,,,,,
701,,2,organizzare,o,1,v,1,85,5,or,ga,niz,za,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCCVCVCCVCV,,organizzare,,,,,,,
702,,2,osservare,o,1,v,1,97,4,os,ser,va,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCCVCCVCV,,osservare,,,,,,,
703,,3,offeso,o,1,a,2,29,3,of,fe,so,,,,ettuso,offeru,Il bambino offeso non voleva più giocare con noi,Com'era il bambino?,Offeso,Attento,Arrabbiato,,Sei stanco o sei offeso?,Sei stanco ... sei offeso?,O,HO,,par_F_sing,La ... offesa non voleva più giocare con noi,bambina,,fratello,amici,,Ci sono comportamenti che offendono le persone,... comportamenti che offendono le persone,0,1,0,NO,PRESENTE,ci sono,c'è,c'era,VCCVCV,,offeso,,,,,,,
704,,3,onesto,o,2,agg,3,37,3,o,ne,sto,,,,senoto,onoste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCVCCV,,onesto,,,,,,,
705,,3,orgoglioso,o,2,agg,3,34,4,or,go,glio,so,,,ogliogroso,orgliogoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCCVCCVVCV,,orgoglioso,,,,,,,
706,,3,orribile,o,1,agg,3,48,4,or,ri,bi,le,,,ribirole,orbrilebi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCCVCVCV,,orribile,,,,,,,
707,,3,ottimo,o,1,agg,1,127,3,ot,ti,mo,,,,preimo,ottale,A pranzo c'erano delle ottime tagliatelle col ragù,Cosa c'era a pranzo?,Tagliatelle col ragù,Caramelle col ragù,Tortellini col ragù,,A pranzo c'erano delle ottime tagliatelle col ragù,... pranzo c'erano delle ottime tagliatelle col ragù,A,HA,,par_F_plur,Le ... col ragù erano ottime,tagliata,tagliatelle,,spaghetti,,A pranzo c'erano delle ottime tagliatelle col ragù,A pranzo ... delle ottime tagliatelle col ragù,1,0,0,NO,PASSATO,c'erano,ci sarà,c'era,VCCVCV,,ottimo,,,,,,,
708,,3,otto,o,1,agg,1,407,2,ot,to,,,,,sato ,otru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCCV,,otto,,,,,,,
709,,1,oca,o,2,s.,4,31,2,o,ca,,,,,ica,ogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCV,,oca,1,,,,,,
710,,1,orca,o,2,s.,4,2,2,or,ca,,,,,ofca,orre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCCV,,orca,1,,,,,,
711,1,1,pagine,p,2,s.,1,307,3,pa,gi,ne,,,,pageso,raline,Il libro che ho letto aveva poche pagine,Cosa aveva poche pagine?,Libro,Diario,Calibro,,Il libro che ho letto aveva poche pagine,Il libro che ... letto aveva poche pagine,HO,O,,par_M_sing,Il ... che ho letto aveva poche pagine,,pagine,libro,quaderni,,Nel libro che ho letto c'erano poche pagine,Nel libro che ho letto ... poche pagine,1,0,0,NO,PASSATO,c'erano,c'è,ci sono,CVCVCV,,pagine,,,,,,,
712,1,1,palla,p,1,s.,1,127,2,pal,la,,,,,dulla,palti,L'anno scorso sotto l'albero di Natale c'era una palla da calcio,Cosa c'era sotto l'albero di Natale?,Palla,Macchinina,Scarpe,,L'anno scorso Giuseppe trovò la palla da calcio sotto l'albero di Natale,L' ... scorso Giuseppe trovò la palla da calcio sotto l'albero di Natale,ANNO,HANNO,,par_F_sing,L'anno scorso Giuseppe trovò la ... da calcio sotto l'albero di Natale,palla,partite,calciatore,,,L'anno scorso sotto l'albero di Natale c'era una palla da calcio,L'anno scorso sotto l'albero di Natale ... una palla da calcio,1,0,0,SI,PASSATO,c'era,ci saranno,c'è,CVCCV,,palla,,,,,,,
713,,1,palloncino,p,1,s.,2,3,4,pal,lon,ci,no,,,ghedacino,pallontase,Enrico ha aiutato Maria a gonfiare i palloncini,Chi ha aiutato Enrico?,Maria,Marcella,Marea,,Enrico ha aiutato Maria a gonfiare i palloncini,Enrico ha aiutato Maria ... gonfiare i palloncini,A,HA,,par_M_plur,Enrico ha aiutato Maria a gonfiare i ...,palla,,pallone,palloncini,,Alla festa ci saranno tanti palloncini colorati,Alla festa ... tanti palloncini colorati,0,0,1,NO,FUTURO,ci saranno,ci sono,c'era,CVCCVCCVCV,,palloncino,,,,,,,
714,,1,panchina,p,2,s.,3,87,3,pan,chi,na,,,,genchina,panghine,"La panchina, dopo essere stata riverniciata, sembra nuova",La panchina è stata ...,Verniciata,Sistemata,Colorata,,"La panchina ha la seduta umida, a causa della pioggia di ieri","La panchina ha la seduta umida, ... causa della pioggia di ieri",A,HA,,par_F_sing,"La ... , dopo essere stata riverniciata, sembra nuova",panchina,panchine,portone,,,Tanti anni fa c'erano delle panchine nel parco,Tanti anni fa ... delle panchine nel parco,1,0,0,SI,PASSATO,c'erano,ci saranno,c'era,CVCCCVCV,,panchina,,,,,,1,
715,1,1,panda,p,2,s.,2,34,2,pan,da,,,,,gefda,panbi,Il coraggioso panda Po si esercita con il kung fu,Chi si esercita con il kung fu?,Panda,Tigre,Serpente,,Il panda ha il pelo bianco e nero,Il panda ... il pelo bianco e nero,HA,A,,par_M_sing,Il coraggioso ... Po si esercita con il kung fu,rana,,panda,pesci,,Allo zoo ieri c'erano i panda,Allo zoo ieri ... i panda,1,0,0,SI,PASSATO,c'erano,ci saranno,ci sono,CVCCV,,panda,1,,,,,,
716,1,1,pane,p,2,s.,1,167,2,pa,ne,,,,,gane,pame,Il panettiere preparerà il pane a forma di ciambella,Chi preparerà il pane?,Panettiere,Pasticciere,Panetto,,Il panettiere preparerà il pane a forma di ciambella,Il panettiere preparerà il pane ... forma di ciambella,A,HA,,par_F_sing,Il panettiere preparerà la ... margherita,pizza,,pane,biscotti,,Domani nel forno del panettiere ci sarà il pane a forma di ciambella,Domani nel forno del panettiere ... il pane a forma di ciambella,0,0,1,SI,FUTURO,ci sarà,c'è,ci sono,CVCV,,pane,,,,,1,,
717,,1,panino,p,2,s.,3,15,3,pa,ni,no,,,,banino,panimo,Luca ha mangiato un panino con la mortadella,Chi ha mangiato un panino con la mortadella?,Luca,Lama,Luna,,Luca a pranzo ha mangiato un panino con la mortadella,Luca ... pranzo ha mangiato un panino con la mortadella,A,HA,,par_F_sing,Luca ha mangiato un panino con la ...,mortadella,,salame,prosciutti,,Nel panino di Luca c'è la mortadella,Nel panino di Luca ... la mortadella,0,1,0,NO,PRESENTE,c'è,ci saranno,c'era,CVCVCV,,panino,,,,,1,,
718,1,1,pantaloni,p,2,s.,1,112,4,pan,ta,lo,ni,,,bentaloni,patanilo,Alla recita ci sarà da indossare maglia e pantaloni bianchi,Come dovranno essere maglia e pantaloni per la recita?,Bianchi,Rossi,Banchi,,,,,,,,,,,,,,Alla recita ci sarà da indossare maglia e pantaloni bianchi,Alla recita ... da indossare maglia e pantaloni bianchi,0,0,1,NO,FUTURO,ci sarà,c'è,ci sono,CVCCVCVCV,,pantaloni,,,,1,,,
719,1,1,papera,p,2,s.,2,8,3,pa,pe,ra,,,,babera,papare,La papera ha il becco arancione,Chi ha il becco arancione?,Papera,Piccolo,Gallina,,La papera ha il becco arancio o giallo,La papera ha il becco arancio ... giallo,O,HO,,par_F_sing,La ... ha il becco arancione,papera,anatre,,cigni,,La scorsa volta c'era una papera nello stagno,La scorsa volta ... una papera nello stagno,1,0,0,SI,PASSATO,c'era,ci sarà,c'è,CVCVCV,,papera,1,,,,,,
720,,1,paura,p,2,s,1,639,3,pa,u,ra,,,,buara,paufa,"Nel cartone animato delle emozioni, Paura è di colore viola",Chi è di colore viola nel cartone?,Paura,Melanzana,Disgusto,,,,,,,,,,,,,,,,,,,,,,,,CVVCV,,paura,,,,,,,
721,1,1,pavone,p,2,s.,2,14,3,pa,vo,ne,,,,tolone,pavigo,Il ventaglio del pavone è pieno di piume colorate,Come sono le piume del pavone?,Colorate,Dipinte,Variopinte,,Il pavone ha un ventaglio pieno di piume colorate,Il pavone ... un ventaglio pieno di piume colorate,HA,A,,par_F_sing,La ... del pavone è piena di piume colorate,coda,ali,ventaglio,,,,,,,,,,,,,CVCVCV,,pavone,1,,,,,,
722,1,1,pennarello,p,1,s.,2,6,4,pen,na,rel,lo,,,bannarello,penmarello,C'erano i pennarelli ad acqua dentro il mio borsellino,Cos'è ad acqua?,Pennarelli,Pennelli,Disegni,,C'erano i pennarelli a spirito dentro il mio borsellino,C'erano i pennarelli ... spirito dentro il mio borsellino,A,HA,,par_F_sing,C'erano i pennarelli dentro il ...,cartella,tasche,borsellino,,,C'erano i pennarelli a spirito dentro il borsellino,... i pennarelli a spirito dentro il borsellino,1,0,0,NO,PASSATO,c'erano,c'è,ci sono,CVCCVCVCCV,,pennarello,,,,,,,
723,1,1,pesca,p,2,s.,2,107,2,pe,sca,,,,,dasca,pesga,A Letizia piace la pesca con la buccia liscia,Cosa piace a Letizia?,Pesca,Pera,Panna,,A Letizia piace la pesca con la buccia liscia,... Letizia piace la pesca con la buccia liscia,A,HA,,par_F_sing,A Letizia piace la ... con la buccia liscia,pesca,pere,mango,,,Prima c'era del succo alla pesca nel frigo,Prima ... del succo alla pesca nel frigo,1,0,0,SI,PASSATO,c'era,ci sarà,c'è,CVCCV,,pesca,,1,,,1,,
724,1,1,pesce,p,2,s.,1,186,2,pe,sce,,,,,dasce,vasce,Il pesce ha le lische piccole,Chi ha le lische piccole?,Pesce,Squalo,Delfino,,Il pesce ha le lische piccole,Il pesce ... le lische piccole,HA,A,,par_F_sing,Il pesce ha le ... piccole,pinna,lische,,occhi,,Nell'acquario di Genova c'erano tanti pesci colorati,Nell'acquario di Genova ... tanti pesci colorati,1,0,0,NO,PASSATO,c'erano,ci saranno,c'era,CVCCV,,pesce,,,,,1,,
725,1,1,pasta,p,2,s.,1,102,2,pa,sta,,,,,dusta,pasfa,La pasta è pronta,Com'è la pasta?,Pronta,Penne,Condita,,Per pranzo facciamo la pasta o il riso,Per pranzo facciamo la pasta ... il riso,O,HO,,par_F_sing,In tavola c'è la ... pronta,pasta,,riso,spaghetti,,In tavola c'è la pasta pronta,In tavola ... la pasta pronta,0,1,0,NO,PRESENTE,c'è,ci saranno,c'era,CVCCV,,pasta,,,,,1,,
726,,1,pasticcino,p,1,s.,2,1,4,pa,stic,ci,no,,,testiccino,paticchino,Per il compleanno ci saranno i pasticcini alla panna,Cosa ci sarà per il compleanno?,I pasticcini,La torta,Le tartine,,,,,,,,,,,,,,,,,,,,,,,,CVCCVCCVCV,,pasticcino,,,,,1,,
727,,1,peperone,p,2,s.,2,14,4,pe,pe,ro,ne,,,deberone,peperane,Il peperone ha tanti piccoli semi,Quale ortaggio ha tanti piccoli semi?,Il peperone,La zucca,La verza,,,,,,,,,,,,,,,,,,,,,,,,CVCVCVCV,,peperone,,,,,1,,
728,,1,pera,p,2,s.,2,25,2,pe,ra,,,,,dera,pega,La mia torta preferita è con il cioccolato e la pera,Qual è la mia torta preferita?,Pera e cioccolato,Alle mele,Allo yogurt,,,,,,,,,,,,,,,,,,,,,,,,CVCV,,pera,,,,,1,,
729,1,1,pettine,p,1,s.,2,19,3,pet,ti,ne,,,,buttine,pettune,Ieri c'erano dei capelli sul pettine nero,Cosa c'era sul pettine?,Capelli,Fermagli,Cappelli,,Il pettine nero era vicino a te,Il pettine nero era vicino ... te,A,HA,,par_M_sing,Il ... nero era vicino a te,spazzola,,pettine,elastici,,Ieri c'erano dei capelli sul pettine nero,Ieri ... dei capelli sul pettine nero,1,0,0,SI,PASSATO,c'erano,c'è,ci sarà,CVCCVCV,,pettine,,,,,,,
730,1,1,piatti,p,1,s.,1,115,2,piat,ti,,,,,biatti,piaggi,Ci sono tutti i piatti sporchi,Come sono i piatti?,Sporchi,Puliti,Spaventati,,,,,,,par_M_plur,Ci sono tutti i ... sporchi,forchetta,,bicchiere,piatti,,Ci sono tutti i piatti sporchi,... tutti i piatti sporchi,0,1,0,NO,PRESENTE,ci sono,c'era,ci saranno,CVVCCV,,piatti,,,,,,1,
731,1,1,piede,p,2,s.,1,159,2,pie,de,,,,,giede,piebi,Nel racconto c'era un mostro con sei piedi e quattro mani,Quanti piedi aveva il mostro?,Sei,Otto,Quattro,,,,,,,,,,,,,,Nel racconto c'era un mostro con sei piedi e quattro mani,Nel racconto ... un mostro con sei piedi e quattro mani,1,0,0,NO,PASSATO,c'era,ci sono,ci sarà,CVVCV,,piede,,,1,,,,
732,1,1,pigne,p,2,s.,2,3,2,pi,gne,,,,,figne,pighe,Le pigne crescono sugli alberi,Dove crescono le pigne?,Sugli alberi,Sugli alberghi,Sulle siepi,,Ho una pigna dai semi rossi a casa,Ho una pigna dai semi rossi ... casa,A,HA,,par_F_plur,Le ... crescono sugli alberi,pigna,pigne,fungo,,,C'è una rigogliosa pianta con delle pigne in quel parco pubblico,... una rigogliosa pianta con delle pigne in quel parco pubblico,0,1,0,NO,PRESENTE,c'è,c'era,ci sarà,CVCCV,,pigne,,1,,,,,
733,1,1,pinguino,p,2,s.,2,0,3,pin,gui,no,,,,cinguino,pinghino,I pinguini vivono in posti freddi,Chi vive in posti freddi?,Pinguini,Orsi,Gufi,,Nel cartone animato c'erano gli orsi polari o i pinguini?,Nel cartone animato c'erano gli orsi polari ... i pinguini?,O,HO,,par_F_plur,Nel cartone animato c'erano le ... o i pinguini?,,foche,leone,orsi,,Nel cartone animato c'erano gli orsi polari o i pinguini?,Nel cartone animato ... gli orsi polari o i pinguini?,1,0,0,NO,PASSATO,c'erano,c'è,ci sono,CVCCVVCV,,pinguino,1,,,,,,
734,,1,pioggia,p,1,s.,1,155,2,piog,gia,,,,,boiggia,piongie,Domani ci sarà la pioggia,Cosa ci sarà domani?,Pioggia,Chioccia,Nebbia,,,,,,,par_F_sing,La ... bagna il prato,pioggia,,sole,ghiaccioli,,Domani ci sarà la pioggia,Domani ... la pioggia,0,0,1,SI,FUTURO,ci sarà,c'era,ci sono,CVVCCVV,,pioggia,,,,,,,
735,1,1,pistola,p,2,s.,1,214,3,pi,sto,la,,,,vestola,pistalo,I bambini hanno costruito una pistola finta con il pongo,I bambini hanno costruito una pistola finta con il...,Pongo,Fango,Lego,,I bambini hanno costruito una pistola finta con il pongo,I bambini ... costruito una pistola finta con il pongo,HANNO,ANNO,,par_M_plur,I bambini hanno costruito la ... finta con il pongo,pistola,pistole,,archi,,,,,,,,,,,,CVCCVCV,,pistola,,,,,,,
736,1,1,piuma,p,2,s.,2,11,2,piu,ma,,,,,puima,piuge,Le piume venivano usate per scrivere,Cosa veniva usato per scrivere?,Le piume,Le penne,Le pile,,Gli uccelli hanno le piume azzurre o gialle,Gli uccelli hanno le piume azzurre ... gialle,O,HO,,par_F_plur,Le ... venivano usate per scrivere,piuma,piume,inchiostro,,,Su quel vestito ci sono delle piume rosse,Su quel vestito ... delle piume rosse,0,1,0,NO,PRESENTE,ci sono,c'è,c'era,CVVCV,,piuma,,,,,,,
737,1,1,pizze,p,1,s.,3,5,2,piz,ze,,,,,ginze,pizuc,A Chiara piace la pizza con il prosciutto,Cosa piace a Chiara? ,La pizza,La pesca,Il panino,,A Chiara piace la pizza con il prosciutto,... Chiara piace la pizza con il prosciutto,A,HA,,par_F_sing,A Chiara piace la ... con il prosciutto,focaccia,torte,panino,,,Sulla pizza ci saranno le patatine,Sulla pizza ... le patatine,0,0,1,NO,FUTURO,ci saranno,c'è,c'erano,CVCCV,,pizze,,,,,1,,
738,1,1,pollice,p,1,s.,3,28,3,pol,li,ce,,,,frarice,polsima,Vicino al pollice c'è l'indice,A cosa è vicino l'indice?,Pollice,Anulare,Medio,,,,,,,,,,,,,,Vicino al pollice c'è l'indice,Vicino al pollice ... l'indice,0,1,0,NO,PRESENTE,c'è,ci sarà,c'erano,CVCCVCV,,pollice,,,1,,,,
739,1,1,polpo,p,2,s.,2,2,2,pol,po,,,,,dolpo,potio,Nell'insalata di polpo c'era anche il prezzemolo fresco,Dove era il prezzemolo?,Insalata,Pomodoro,Carota,,,,,,,par_M_sing,Nell'insalata di polpo c'era anche il ... fresco,lattuga,,prezzemolo,limoni,,Nell'insalata di polpo c'era anche il prezzemolo fresco,Nell'insalata di polpo ... anche il prezzemolo fresco,1,0,0,NO,PASSATO,c'era,ci sono,c'è,CVCCV,,polpo,1,,,,,,
740,1,1,ponte,p,2,s.,1,165,2,pon,te,,,,,gante,ponfe,Dal ponte si può vedere tutta la città,Da dove si può vedere tutta la città?,Dal ponte,Dal grattacelo,Dal balcone,,,,,,,,,,,,,,Lungo il sentiero c'era un ponte di legno per passare il torrente ,Lungo il sentiero ... un ponte di legno per passare il torrente,1,0,0,NO,PASSATO,c'era,ci sono ,ci sarà,CVCCV,,ponte,,,,,,,
741,1,1,porta,p,2,s.,1,965,2,por,ta,,,,,nerta,porda,Nel castello c'è una porta che conduce a una stanza segreta,Nel castello c'è una porta che conduce a una...,Stanza segreta,Terrazza,Piscina,,Nel castello c'è una porta che conduce a una stanza segreta,Nel castello c'è una porta che conduce ... una stanza segreta,A,HA,,,,,,,,,Nel castello c'è una porta che conduce a una stanza segreta,Nel castello ... una porta che conduce a una stanza segreta,0,1,0,NO,PRESENTE,c'è,c'era,ci saranno,CVCCV,,porta,,,,,,1,
742,1,1,principe,p,2,s.,1,284,3,prin,ci,pe,,,,grincipe,princido,Il principe bacia la principessa addormentata,Chi bacia il principe?,Principessa,Strega,Fata,,Il principe torna a palazzo,Il principe torna ... palazzo,A,HA,,par_F_sing,Il principe bacia la ... addormentata,principessa,fate,ranocchio,,,Nello spettacolo ci sarà anche un principe,Nello spettacolo ... anche un principe,0,0,1,NO,FUTURO,ci sarà,ci saranno,c'erano,CCVCCVCV,,principe,,,,,,,
743,1,1,prosciutto,p,1,s.,3,52,3,pro,sciut,to,,,,stromiutto,proscindo,Al supermercato c'è il prosciutto crudo in offerta,Cosa è in offerta al supermercato?,il prosciutto crudo,il pesce crudo,il gelato,,Il prosciutto cotto ha poco o molto grasso?,Il prosciutto cotto ha poco ... molto grasso?,O,HO,,par_M_sing,Il ... cotto è rosa,crema,,prosciutto,prosciutti,,Al supermercato c'è il prosciutto crudo in offerta,Al supermercato ... il prosciutto crudo in offerta,0,1,0,NO,PRESENTE,c'è,ci sono,c'era,CCVCCVVCCV,,prosciutto,,,,,1,,
744,,1,prugna,p,2,s.,2,5,2,pru,gna,,,,,vrogna,prugia,La prugna è un frutto di colore viola,Quale frutto può essere di colore viola?,La prugna ,La pera,Il mandarino,,,,,,,,,,,,,,,,,,,,,,,,CCVCCV,,prugna,,1,,,1,,
745,1,1,pugno,p,2,s.,1,112,2,pu,gno,,,,,zugno,pupio,Il pugile attacca il suo avversario con un pugno a poca distanza,Chi attacca l'avversario?,Pugile,Vigile,Guerriero,,Il pugile attacca il suo avversario con un pugno a poca distanza,Il pugile attacca il suo avversario con un pugno ... poca distanza,A,HA,,par_M_sing,Il pugile attacca il suo ... con un pugno a poca distanza,lotta,gare,avversario,,,,,,,,,,,,,CVCCV,,pugno,,,,,,,
746,1,1,pulcino,p,2,s.,2,1,3,pul,ci,no,,,,nulcino,pulnoci,"Il pulcino dorme accanto a Briciola, il cane",Dove dorme il pulcino?,Accanto al cane,Accanto al gatto,Vicino al gatto,,"Il pulcino dorme accanto a Briciola, il cane","Il puclino dorme accanto ... Briciola, il cane",A,HA,,par_F_sing,"La ... dorme accanto a Briciola, il cane",gatta,,elefante,pulcini,,Nell'aia ci sono dei pulcini appena nati,Nell'aia ... dei pulcini appena nati,0,1,0,NO,PRESENTE,ci sono,c'erano,ci sarà,CVCCVCV,,pulcino,1,,,,,,
747,,4,parecchio,p,1,agg pron avv ,1,45,3,pa,rec,chio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCVCCCVV,,parecchio,,,,,,,
748,,4,per,p,2,prep,1,39635,1,per,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVC,,per,,,,,,,
749,,4,perchè,p,2,avv cong,1,6025,2,per,chè,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCCCV,,perchè,,,,,,,
750,,4,però,p,2,cong,1,2244,2,pe,rò,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCV,,però,,,,,,,
751,,4,poco,p,2,agg pron,1,1908,2,po,co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVCV,,poco,,,,,,,
752,,4,poi,p,2,avv,1,5129,1,poi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVV,,poi,,,,,,,
753,,4,poichè,p,2,cong,1,346,2,poi,chè,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVVCCV,,poichè,,,,,,,
